H1	H2	H3	nABBA	nBABA	Dstat	jackEst	SE	Z
Hs05	Mino07	PU1555_10	135621	213866	-0.2238853	-0.2238853	0.01843307	-12.14585
Hs06	Mino07	PU1555_10	136480	205003	-0.200663	-0.200663	0.01881459	-10.66529
Hs07	Mino07	PU1555_10	138316	208732	-0.2028999	-0.2028999	0.01868089	-10.86136
Hs08	Mino07	PU1555_10	139101	202542	-0.1856938	-0.1856938	0.01870241	-9.928875
Hs09	Mino07	PU1555_10	136703	209069	-0.2092882	-0.2092882	0.01930033	-10.84376
Hs10	Mino07	PU1555_10	138874	209630	-0.2030278	-0.2030278	0.01816711	-11.17557
BosAtns01	Mino07	PU1555_10	167847	68005	0.4233248	0.4233248	0.01629665	25.97618
BosAtns02	Mino07	PU1555_10	167494	67596	0.4249351	0.4249351	0.01512802	28.08927
BosAtns03	Mino07	PU1555_10	168282	68025	0.4242659	0.4242659	0.01559794	27.20012
BosAtns04	Mino07	PU1555_10	166533	66852	0.4271097	0.4271097	0.01516774	28.15909
BosAtns05	Mino07	PU1555_10	162699	67699	0.41233	0.41233	0.01697154	24.29537
BosAtns06	Mino07	PU1555_10	168040	67657	0.4258985	0.4258985	0.01580125	26.95346
BosAtns07	Mino07	PU1555_10	166760	68823	0.4157218	0.4157218	0.0161809	25.69214
BosAtns08	Mino07	PU1555_10	167622	69240	0.4153558	0.4153558	0.01654548	25.10388
BosAtns09	Mino07	PU1555_10	166754	67696	0.4225123	0.4225123	0.01576481	26.80097
BosAtns10	Mino07	PU1555_10	168484	68268	0.4232953	0.4232953	0.0150775	28.07463
Mino01	Mino07	PU1555_10	149998	108879	0.158836	0.158836	0.02390863	6.643461
Mino02	Mino07	PU1555_10	142831	116986	0.09947386	0.09947386	0.02469621	4.027899
Mino03	Mino07	PU1555_10	150881	114546	0.1368926	0.1368926	0.02510994	5.451731
Mino04	Mino07	PU1555_10	148356	120761	0.102539	0.102539	0.02533716	4.046983
Mino05	Mino07	PU1555_10	155327	101623	0.2090056	0.2090056	0.02527176	8.270325
Mino06	Mino07	PU1555_10	142039	126835	0.05654693	0.05654693	0.02650892	2.133128
Min11	Mino08	PU1555_10	111188	159488	-0.1784421	-0.1784421	0.02244677	-7.949567
Min01	Mino08	PU1555_10	111378	148952	-0.1443322	-0.1443322	0.0225356	-6.404632
Min02	Mino08	PU1555_10	108262	167753	-0.2155354	-0.2155354	0.01944707	-11.08318
Min03	Mino08	PU1555_10	118112	146375	-0.1068597	-0.1068597	0.02473728	-4.319783
Min04	Mino08	PU1555_10	117329	143269	-0.09954029	-0.09954029	0.0242212	-4.109634
Min05	Mino08	PU1555_10	115239	155769	-0.1495528	-0.1495528	0.02553628	-5.856482
Min06	Mino08	PU1555_10	118936	135084	-0.0635698	-0.0635698	0.02543998	-2.498814
Min07	Mino08	PU1555_10	113872	167974	-0.1919559	-0.1919559	0.02401725	-7.992417
Min08	Mino08	PU1555_10	113037	153059	-0.1504044	-0.1504044	0.02421927	-6.210112
Min09	Mino08	PU1555_10	110274	160952	-0.1868479	-0.1868479	0.02148061	-8.698444
Min10	Mino08	PU1555_10	116652	122828	-0.02578921	-0.02578921	0.02455038	-1.050461
BosCrete01	Mino08	PU1555_10	126370	62817	0.3359269	0.3359269	0.01627202	20.64445
BosCrete02	Mino08	PU1555_10	125611	66569	0.3072224	0.3072224	0.01873174	16.40116
BosCrete03	Mino08	PU1555_10	123794	61947	0.3329744	0.3329744	0.01594023	20.88893
BosCrete04	Mino08	PU1555_10	125139	62318	0.3351222	0.3351222	0.01632253	20.53126
BosCrete05	Mino08	PU1555_10	125010	62116	0.3361051	0.3361051	0.01707219	19.68729
BosCrete06	Mino08	PU1555_10	125238	62226	0.3361285	0.3361285	0.0159647	21.05449
BosCrete07	Mino08	PU1555_10	125927	62753	0.3348209	0.3348209	0.01594111	21.00361
BosCrete08	Mino08	PU1555_10	125339	63013	0.3309017	0.3309017	0.01622997	20.38831
BosCrete09	Mino08	PU1555_10	120161	59618	0.3367635	0.3367635	0.01604736	20.9856
PSP01	Mino08	PU1555_10	116948	226284	-0.3185484	-0.3185484	0.01644416	-19.37152
PSP02	Mino08	PU1555_10	117380	230733	-0.3256213	-0.3256213	0.01581854	-20.58479
PSP03	Mino08	PU1555_10	119870	227688	-0.3102158	-0.3102158	0.01640395	-18.91105
PSP07	Mino08	PU1555_10	117058	231625	-0.3285707	-0.3285707	0.01500601	-21.89593
PSP08	Mino08	PU1555_10	116386	229269	-0.3265771	-0.3265771	0.01422033	-22.9655
PSP09	Mino08	PU1555_10	117543	231404	-0.3262988	-0.3262988	0.01531784	-21.30188
PSP12	Mino08	PU1555_10	118202	224078	-0.3093257	-0.3093257	0.01539438	-20.09341
PSP15	Mino08	PU1555_10	118976	230266	-0.3186616	-0.3186616	0.01627703	-19.57738
PSP20	Mino08	PU1555_10	118531	225695	-0.3113187	-0.3113187	0.01595432	-19.51313
Hs01	Mino08	PU1555_10	118461	231146	-0.3223191	-0.3223191	0.01683587	-19.14478
Hs02	Mino08	PU1555_10	121654	212829	-0.2725849	-0.2725849	0.01781737	-15.29883
Hs03	Mino08	PU1555_10	120003	221707	-0.2976325	-0.2976325	0.01532957	-19.41558
Hs04	Mino08	PU1555_10	115765	230845	-0.3320158	-0.3320158	0.01523791	-21.7888
Hs05	Mino08	PU1555_10	116327	231489	-0.3311004	-0.3311004	0.01555043	-21.29204
Hs06	Mino08	PU1555_10	117911	223142	-0.3085474	-0.3085474	0.01655172	-18.64141
Hs07	Mino08	PU1555_10	118420	225752	-0.3118557	-0.3118557	0.01518376	-20.53877
Hs08	Mino08	PU1555_10	119585	219940	-0.2955747	-0.2955747	0.01641383	-18.00766
Hs09	Mino08	PU1555_10	117898	227100	-0.3165294	-0.3165294	0.01625952	-19.46732
Hs10	Mino08	PU1555_10	119650	227304	-0.3102832	-0.3102832	0.01528092	-20.30528
BosAtns01	Mino08	PU1555_10	125371	62358	0.3356594	0.3356594	0.01647059	20.37931
BosAtns02	Mino08	PU1555_10	125495	62373	0.3359912	0.3359912	0.01576197	21.31658
BosAtns03	Mino08	PU1555_10	126189	62864	0.334959	0.334959	0.01666045	20.10504
BosAtns04	Mino08	PU1555_10	125257	62166	0.3366236	0.3366236	0.01608871	20.92296
BosAtns05	Mino08	PU1555_10	121786	62453	0.3220436	0.3220436	0.01693159	19.02028
BosAtns06	Mino08	PU1555_10	125952	62326	0.3379365	0.3379365	0.01632085	20.70581
BosAtns07	Mino08	PU1555_10	125417	64099	0.3235505	0.3235505	0.01727	18.73483
BosAtns08	Mino08	PU1555_10	124982	63447	0.3265686	0.3265686	0.01630671	20.02664
BosAtns09	Mino08	PU1555_10	125080	62569	0.3331273	0.3331273	0.01643609	20.26804
BosAtns10	Mino08	PU1555_10	126127	62840	0.3349103	0.3349103	0.01606476	20.84751
Mino01	Mino08	PU1555_10	118009	113706	0.01857023	0.01857023	0.02530907	0.733738
Mino02	Mino08	PU1555_10	116592	127472	-0.04457847	-0.04457847	0.02610588	-1.707603
Mino03	Mino08	PU1555_10	115272	115740	-0.002025869	-0.002025869	0.02454545	-0.08253542
Mino04	Mino08	PU1555_10	115120	124232	-0.03806945	-0.03806945	0.0251391	-1.514352
Mino05	Mino08	PU1555_10	116106	99319	0.07792503	0.07792503	0.02537089	3.071435
Mino06	Mino08	PU1555_10	115107	136477	-0.08494181	-0.08494181	0.02549207	-3.332088
Mino07	Mino08	PU1555_10	109666	146455	-0.1436391	-0.1436391	0.0246654	-5.823507
Min11	Mino09	PU1555_10	127511	151003	-0.08434765	-0.08434765	0.0204283	-4.12896
Min01	Mino09	PU1555_10	130915	143720	-0.04662552	-0.04662552	0.02048715	-2.275843
Min02	Mino09	PU1555_10	126724	161382	-0.120296	-0.120296	0.01991534	-6.04037
Min03	Mino09	PU1555_10	137109	140546	-0.01237867	-0.01237867	0.02232604	-0.5544498
Min04	Mino09	PU1555_10	137726	138897	-0.004233198	-0.004233198	0.02331851	-0.1815381
Min05	Mino09	PU1555_10	129881	145677	-0.05732369	-0.05732369	0.02423174	-2.365645
Min06	Mino09	PU1555_10	139572	130842	0.03228383	0.03228383	0.02351283	1.373031
Min07	Mino09	PU1555_10	125248	154505	-0.1045815	-0.1045815	0.02212645	-4.726539
Min08	Mino09	PU1555_10	130226	145405	-0.05507	-0.05507	0.02204599	-2.49796
Min09	Mino09	PU1555_10	124410	150499	-0.09490049	-0.09490049	0.01988492	-4.772485
Min10	Mino09	PU1555_10	139560	121052	0.07101745	0.07101745	0.02175995	3.263676
BosCrete01	Mino09	PU1555_10	157816	69462	0.3887486	0.3887486	0.01353044	28.73142
BosCrete02	Mino09	PU1555_10	156561	72746	0.3655144	0.3655144	0.01594824	22.91878
BosCrete03	Mino09	PU1555_10	155558	69265	0.3838264	0.3838264	0.01393641	27.54127
BosCrete04	Mino09	PU1555_10	156718	69282	0.386885	0.386885	0.0141035	27.43185
BosCrete05	Mino09	PU1555_10	155794	68345	0.3901552	0.3901552	0.01403233	27.80401
BosCrete06	Mino09	PU1555_10	157742	69982	0.3853788	0.3853788	0.01437862	26.80221
BosCrete07	Mino09	PU1555_10	157338	69452	0.3875215	0.3875215	0.01349231	28.72166
BosCrete08	Mino09	PU1555_10	157161	70138	0.3828569	0.3828569	0.01382136	27.70039
BosCrete09	Mino09	PU1555_10	150748	66364	0.3886658	0.3886658	0.01325118	29.33065
PSP01	Mino09	PU1555_10	128311	212906	-0.2479214	-0.2479214	0.01579994	-15.69129
PSP02	Mino09	PU1555_10	127596	216102	-0.257511	-0.257511	0.01443905	-17.83434
PSP03	Mino09	PU1555_10	130822	213688	-0.2405329	-0.2405329	0.01573736	-15.2842
PSP07	Mino09	PU1555_10	128051	217663	-0.2592085	-0.2592085	0.01410495	-18.37713
PSP08	Mino09	PU1555_10	129651	217647	-0.2533732	-0.2533732	0.01474103	-17.1883
PSP09	Mino09	PU1555_10	129437	218304	-0.2555551	-0.2555551	0.01454907	-17.56505
PSP12	Mino09	PU1555_10	130459	211422	-0.2368163	-0.2368163	0.0149535	-15.83684
PSP15	Mino09	PU1555_10	129137	215539	-0.250676	-0.250676	0.01561729	-16.05118
PSP20	Mino09	PU1555_10	129112	211594	-0.2420914	-0.2420914	0.01507345	-16.06079
Hs01	Mino09	PU1555_10	129825	217549	-0.2525347	-0.2525347	0.01632108	-15.47291
Hs02	Mino09	PU1555_10	135314	201529	-0.1965753	-0.1965753	0.01881199	-10.44947
Hs03	Mino09	PU1555_10	131221	208111	-0.2265922	-0.2265922	0.01526337	-14.84549
Hs04	Mino09	PU1555_10	126294	216525	-0.263203	-0.263203	0.0145527	-18.0862
Hs05	Mino09	PU1555_10	129589	219889	-0.2583854	-0.2583854	0.01584994	-16.30198
Hs06	Mino09	PU1555_10	129116	209620	-0.23766	-0.23766	0.01557987	-15.2543
Hs07	Mino09	PU1555_10	130521	212923	-0.2399285	-0.2399285	0.01480485	-16.20607
Hs08	Mino09	PU1555_10	131160	206526	-0.2231837	-0.2231837	0.01554057	-14.36135
Hs09	Mino09	PU1555_10	128672	213015	-0.2468429	-0.2468429	0.01541888	-16.00913
Hs10	Mino09	PU1555_10	131812	214642	-0.2390794	-0.2390794	0.01570356	-15.22454
BosAtns01	Mino09	PU1555_10	157822	70092	0.3849259	0.3849259	0.01445256	26.63376
BosAtns02	Mino09	PU1555_10	157411	69665	0.3864169	0.3864169	0.01411326	27.3797
BosAtns03	Mino09	PU1555_10	157523	69450	0.3880329	0.3880329	0.01360844	28.51413
BosAtns04	Mino09	PU1555_10	156582	68945	0.3885876	0.3885876	0.01274888	30.48014
BosAtns05	Mino09	PU1555_10	152144	68751	0.3775233	0.3775233	0.01432899	26.34682
BosAtns06	Mino09	PU1555_10	157371	69141	0.3895158	0.3895158	0.01378557	28.25533
BosAtns07	Mino09	PU1555_10	156026	70240	0.3791378	0.3791378	0.01411886	26.85329
BosAtns08	Mino09	PU1555_10	156468	70226	0.3804335	0.3804335	0.01396291	27.246
BosAtns09	Mino09	PU1555_10	156213	69193	0.3860589	0.3860589	0.01357009	28.44925
BosAtns10	Mino09	PU1555_10	157856	69817	0.3866906	0.3866906	0.01370405	28.21724
Mino01	Mino09	PU1555_10	145323	116340	0.1107646	0.1107646	0.02503603	4.424208
Mino02	Mino09	PU1555_10	138379	124543	0.05262397	0.05262397	0.02352216	2.237208
Mino03	Mino09	PU1555_10	140798	116464	0.0945884	0.0945884	0.02162869	4.373283
Mino04	Mino09	PU1555_10	136575	120968	0.06059959	0.06059959	0.02160811	2.804484
Mino05	Mino09	PU1555_10	142196	100646	0.1710989	0.1710989	0.02044125	8.370277
Mino06	Mino09	PU1555_10	132711	129418	0.01256252	0.01256252	0.02417345	0.5196824
Mino07	Mino09	PU1555_10	132029	144103	-0.04372546	-0.04372546	0.02494533	-1.752851
Mino08	Mino09	PU1555_10	136691	111937	0.0995624	0.0995624	0.02275546	4.375319
Min11	Mino10	PU1555_10	122510	155232	-0.1178144	-0.1178144	0.02203646	-5.346337
Min01	Mino10	PU1555_10	128399	150491	-0.07921403	-0.07921403	0.02253038	-3.515877
Min02	Mino10	PU1555_10	123452	167440	-0.1512176	-0.1512176	0.02105734	-7.181231
Min03	Mino10	PU1555_10	131025	143702	-0.04614399	-0.04614399	0.02231674	-2.067685
Min04	Mino10	PU1555_10	133115	143488	-0.0375014	-0.0375014	0.02484582	-1.509365
Min05	Mino10	PU1555_10	123805	148763	-0.09156614	-0.09156614	0.02317223	-3.951546
Min06	Mino10	PU1555_10	129064	129629	-0.002184056	-0.002184056	0.02237091	-0.09762931
Min07	Mino10	PU1555_10	126787	165269	-0.1317624	-0.1317624	0.02307799	-5.70944
Min08	Mino10	PU1555_10	126311	150798	-0.08836595	-0.08836595	0.02202073	-4.012854
Min09	Mino10	PU1555_10	121065	156382	-0.1272928	-0.1272928	0.02159832	-5.893642
Min10	Mino10	PU1555_10	130101	120785	0.0371324	0.0371324	0.0231801	1.601909
BosCrete01	Mino10	PU1555_10	147251	67969	0.3683765	0.3683765	0.01417573	25.98642
BosCrete02	Mino10	PU1555_10	145921	71180	0.3442683	0.3442683	0.01614408	21.32474
BosCrete03	Mino10	PU1555_10	144897	67577	0.3639033	0.3639033	0.01390097	26.17827
BosCrete04	Mino10	PU1555_10	146023	67577	0.3672566	0.3672566	0.01448398	25.35605
BosCrete05	Mino10	PU1555_10	145648	67211	0.3684928	0.3684928	0.01469341	25.07878
BosCrete06	Mino10	PU1555_10	146328	67591	0.3680692	0.3680692	0.01359823	27.06743
BosCrete07	Mino10	PU1555_10	146640	67757	0.3679296	0.3679296	0.01396778	26.34131
BosCrete08	Mino10	PU1555_10	146392	68356	0.3633841	0.3633841	0.01457472	24.93249
BosCrete09	Mino10	PU1555_10	140147	64616	0.3688704	0.3688704	0.01423818	25.90713
PSP01	Mino10	PU1555_10	124908	218853	-0.2732858	-0.2732858	0.0160052	-17.07481
PSP02	Mino10	PU1555_10	124806	222756	-0.2818202	-0.2818202	0.01540903	-18.28929
PSP03	Mino10	PU1555_10	126922	219243	-0.2666965	-0.2666965	0.0155278	-17.17543
PSP07	Mino10	PU1555_10	124846	223898	-0.284025	-0.284025	0.01372022	-20.70119
PSP08	Mino10	PU1555_10	126181	223666	-0.2786504	-0.2786504	0.01497594	-18.60654
PSP09	Mino10	PU1555_10	125979	224318	-0.2807304	-0.2807304	0.01478335	-18.98963
PSP12	Mino10	PU1555_10	129034	219420	-0.2593915	-0.2593915	0.01625397	-15.95866
PSP15	Mino10	PU1555_10	125651	221412	-0.2759182	-0.2759182	0.01517983	-18.17664
PSP20	Mino10	PU1555_10	126642	218425	-0.265986	-0.265986	0.01611705	-16.50339
Hs01	Mino10	PU1555_10	126216	223410	-0.2779942	-0.2779942	0.01599105	-17.38436
Hs02	Mino10	PU1555_10	128258	203869	-0.2276569	-0.2276569	0.01631092	-13.95733
Hs03	Mino10	PU1555_10	128056	214401	-0.2521338	-0.2521338	0.01596099	-15.79688
Hs04	Mino10	PU1555_10	123082	222763	-0.2882245	-0.2882245	0.01479256	-19.48442
Hs05	Mino10	PU1555_10	125004	224715	-0.2851175	-0.2851175	0.01503385	-18.96503
Hs06	Mino10	PU1555_10	126599	216375	-0.2617575	-0.2617575	0.01604719	-16.31173
Hs07	Mino10	PU1555_10	126924	218781	-0.2657092	-0.2657092	0.01452603	-18.29194
Hs08	Mino10	PU1555_10	128047	212885	-0.2488414	-0.2488414	0.01613837	-15.41924
Hs09	Mino10	PU1555_10	126470	220224	-0.2704229	-0.2704229	0.01660847	-16.28223
Hs10	Mino10	PU1555_10	127846	220056	-0.2650459	-0.2650459	0.01571245	-16.86853
BosAtns01	Mino10	PU1555_10	146717	67991	0.3666654	0.3666654	0.01438291	25.49312
BosAtns02	Mino10	PU1555_10	146201	67430	0.3687246	0.3687246	0.01372489	26.8654
BosAtns03	Mino10	PU1555_10	146640	67541	0.3693091	0.3693091	0.01425963	25.89893
BosAtns04	Mino10	PU1555_10	146454	67831	0.3669086	0.3669086	0.01470842	24.94547
BosAtns05	Mino10	PU1555_10	141633	67008	0.3576718	0.3576718	0.01439016	24.8553
BosAtns06	Mino10	PU1555_10	146368	67151	0.3710068	0.3710068	0.01366489	27.15037
BosAtns07	Mino10	PU1555_10	144925	68101	0.360632	0.360632	0.01374175	26.24352
BosAtns08	Mino10	PU1555_10	146247	69044	0.3585984	0.3585984	0.01443294	24.84583
BosAtns09	Mino10	PU1555_10	145531	67551	0.3659624	0.3659624	0.01412918	25.90117
BosAtns10	Mino10	PU1555_10	147407	68396	0.3661256	0.3661256	0.01405477	26.04993
Mino01	Mino10	PU1555_10	133675	113843	0.08012347	0.08012347	0.02242177	3.573467
Mino02	Mino10	PU1555_10	130097	125324	0.0186868	0.0186868	0.023587	0.7922497
Mino03	Mino10	PU1555_10	133539	118405	0.0600689	0.0600689	0.02429455	2.472525
Mino04	Mino10	PU1555_10	131414	124994	0.02503822	0.02503822	0.02337895	1.070973
Mino05	Mino10	PU1555_10	133381	101002	0.1381457	0.1381457	0.02175552	6.349914
Mino06	Mino10	PU1555_10	124491	130364	-0.02304448	-0.02304448	0.02280012	-1.010717
Mino07	Mino10	PU1555_10	130133	151451	-0.07570743	-0.07570743	0.02587668	-2.925701
Mino08	Mino10	PU1555_10	129382	113778	0.06417174	0.06417174	0.02310778	2.777063
Mino09	Mino10	PU1555_10	124168	133383	-0.03577932	-0.03577932	0.02227028	-1.606595
Min11	PU1555_01	PU1555_10	234230	128828	0.2903172	0.2903172	0.01316447	22.05309
Min01	PU1555_01	PU1555_10	240662	124590	0.3177861	0.3177861	0.01217231	26.1073
Min02	PU1555_01	PU1555_10	228480	134289	0.2596446	0.2596446	0.01207618	21.50055
Min03	PU1555_01	PU1555_10	247467	121621	0.3409648	0.3409648	0.01225894	27.81357
Min04	PU1555_01	PU1555_10	248262	120727	0.3456336	0.3456336	0.01337584	25.84015
Min05	PU1555_01	PU1555_10	239602	126677	0.3083032	0.3083032	0.01513239	20.37373
Min06	PU1555_01	PU1555_10	254632	116819	0.3710126	0.3710126	0.01328449	27.92826
Min07	PU1555_01	PU1555_10	231998	132285	0.273724	0.273724	0.0139459	19.62756
Min08	PU1555_01	PU1555_10	240868	126861	0.3100299	0.3100299	0.01362519	22.75417
Min09	PU1555_01	PU1555_10	230042	129065	0.2811892	0.2811892	0.01263123	22.26143
Min10	PU1555_01	PU1555_10	258595	111106	0.3989413	0.3989413	0.01161329	34.35215
BosCrete01	PU1555_01	PU1555_10	299223	81327	0.5725818	0.5725818	0.006542908	87.51183
BosCrete02	PU1555_01	PU1555_10	295728	82508	0.5637221	0.5637221	0.007663474	73.55961
BosCrete03	PU1555_01	PU1555_10	294803	80527	0.5709003	0.5709003	0.00703305	81.17392
BosCrete04	PU1555_01	PU1555_10	297118	80610	0.5731849	0.5731849	0.006769321	84.67392
BosCrete05	PU1555_01	PU1555_10	294353	79706	0.5738319	0.5738319	0.007011938	81.83642
BosCrete06	PU1555_01	PU1555_10	297928	80879	0.5729804	0.5729804	0.006948486	82.46119
BosCrete07	PU1555_01	PU1555_10	297556	80593	0.57375	0.57375	0.006532148	87.83481
BosCrete08	PU1555_01	PU1555_10	296621	80803	0.5718184	0.5718184	0.00679976	84.09391
BosCrete09	PU1555_01	PU1555_10	285087	77326	0.5732714	0.5732714	0.006861524	83.5487
PSP01	PU1555_01	PU1555_10	196115	153967	0.1203947	0.1203947	0.009468011	12.71594
PSP02	PU1555_01	PU1555_10	195237	155353	0.1137625	0.1137625	0.008266742	13.76147
PSP03	PU1555_01	PU1555_10	199728	153722	0.1301627	0.1301627	0.008604931	15.12652
PSP07	PU1555_01	PU1555_10	196442	157569	0.1098073	0.1098073	0.008025413	13.68245
PSP08	PU1555_01	PU1555_10	195997	155825	0.1141827	0.1141827	0.008860972	12.88603
PSP09	PU1555_01	PU1555_10	196179	156226	0.1133724	0.1133724	0.00831552	13.63383
PSP12	PU1555_01	PU1555_10	201266	153635	0.1342093	0.1342093	0.00856624	15.66723
PSP15	PU1555_01	PU1555_10	197904	155724	0.1192779	0.1192779	0.00812978	14.67172
PSP20	PU1555_01	PU1555_10	198274	153184	0.1282941	0.1282941	0.009278164	13.82754
Hs01	PU1555_01	PU1555_10	197189	156068	0.1164053	0.1164053	0.008431339	13.80627
Hs02	PU1555_01	PU1555_10	209743	147208	0.1751921	0.1751921	0.01050896	16.67074
Hs03	PU1555_01	PU1555_10	199953	149619	0.1439875	0.1439875	0.008585806	16.77041
Hs04	PU1555_01	PU1555_10	193524	156119	0.1069805	0.1069805	0.008507127	12.5754
Hs05	PU1555_01	PU1555_10	195649	157276	0.1087285	0.1087285	0.008631737	12.59636
Hs06	PU1555_01	PU1555_10	199837	152017	0.1359086	0.1359086	0.009589634	14.17245
Hs07	PU1555_01	PU1555_10	200610	154356	0.1303054	0.1303054	0.008557956	15.22623
Hs08	PU1555_01	PU1555_10	204455	151168	0.1498413	0.1498413	0.008915889	16.80609
Hs09	PU1555_01	PU1555_10	198323	154316	0.1247933	0.1247933	0.01013306	12.31547
Hs10	PU1555_01	PU1555_10	200254	154109	0.1302196	0.1302196	0.008259467	15.7661
BosAtns01	PU1555_01	PU1555_10	298256	81149	0.5722302	0.5722302	0.007104981	80.5393
BosAtns02	PU1555_01	PU1555_10	296906	80357	0.5740001	0.5740001	0.006258797	91.71094
BosAtns03	PU1555_01	PU1555_10	298010	80715	0.573754	0.573754	0.006596413	86.9797
BosAtns04	PU1555_01	PU1555_10	297009	80672	0.5728035	0.5728035	0.00684608	83.66883
BosAtns05	PU1555_01	PU1555_10	286981	78914	0.5686522	0.5686522	0.007124955	79.81134
BosAtns06	PU1555_01	PU1555_10	297609	80408	0.57458	0.57458	0.00667446	86.08636
BosAtns07	PU1555_01	PU1555_10	295396	81213	0.5687145	0.5687145	0.007148789	79.55397
BosAtns08	PU1555_01	PU1555_10	297034	81655	0.568749	0.568749	0.00734471	77.43655
BosAtns09	PU1555_01	PU1555_10	296282	80653	0.5720588	0.5720588	0.006714494	85.19761
BosAtns10	PU1555_01	PU1555_10	298937	81388	0.5720082	0.5720082	0.006990112	81.83104
Mino01	PU1555_01	PU1555_10	264601	106737	0.4251221	0.4251221	0.01151304	36.92526
Mino02	PU1555_01	PU1555_10	254457	112051	0.3885481	0.3885481	0.01229593	31.59974
Mino03	PU1555_01	PU1555_10	262301	109237	0.411974	0.411974	0.01203807	34.2226
Mino04	PU1555_01	PU1555_10	256593	112648	0.3898402	0.3898402	0.01185954	32.87144
Mino05	PU1555_01	PU1555_10	272499	101608	0.4567971	0.4567971	0.01119866	40.79035
Mino06	PU1555_01	PU1555_10	247680	116473	0.3603073	0.3603073	0.01299308	27.73072
Mino07	PU1555_01	PU1555_10	242007	125169	0.3182071	0.3182071	0.01625155	19.5801
Mino08	PU1555_01	PU1555_10	262955	109222	0.4130642	0.4130642	0.01323205	31.21695
Mino09	PU1555_01	PU1555_10	247926	119235	0.3505029	0.3505029	0.01260686	27.80256
Mino10	PU1555_01	PU1555_10	254636	116382	0.3726342	0.3726342	0.01281534	29.07719
Min11	PU1555_04	PU1555_10	238412	127911	0.3016491	0.3016491	0.01289879	23.38585
Min01	PU1555_04	PU1555_10	244473	123278	0.3295572	0.3295572	0.01202806	27.39904
Min02	PU1555_04	PU1555_10	231882	132570	0.2724968	0.2724968	0.01219508	22.34482
Min03	PU1555_04	PU1555_10	251358	120353	0.3524378	0.3524378	0.01181211	29.83698
Min04	PU1555_04	PU1555_10	252161	119536	0.3568094	0.3568094	0.01275061	27.98372
Min05	PU1555_04	PU1555_10	243830	125925	0.3188733	0.3188733	0.01501355	21.23904
Min06	PU1555_04	PU1555_10	259507	116525	0.3802389	0.3802389	0.01332976	28.52557
Min07	PU1555_04	PU1555_10	235626	130798	0.2860839	0.2860839	0.01451664	19.70731
Min08	PU1555_04	PU1555_10	243985	124855	0.3229856	0.3229856	0.0132923	24.2987
Min09	PU1555_04	PU1555_10	233596	127644	0.2933009	0.2933009	0.01252736	23.41281
Min10	PU1555_04	PU1555_10	263169	110469	0.4086843	0.4086843	0.01121719	36.43374
BosCrete01	PU1555_04	PU1555_10	304285	81341	0.5781353	0.5781353	0.006145271	94.07808
BosCrete02	PU1555_04	PU1555_10	301003	82760	0.5686921	0.5686921	0.007486546	75.96188
BosCrete03	PU1555_04	PU1555_10	300015	80824	0.5755477	0.5755477	0.006873393	83.73559
BosCrete04	PU1555_04	PU1555_10	302304	80857	0.5779477	0.5779477	0.006395718	90.36478
BosCrete05	PU1555_04	PU1555_10	299460	79916	0.5786977	0.5786977	0.006736952	85.89903
BosCrete06	PU1555_04	PU1555_10	303522	81437	0.5769056	0.5769056	0.0068966	83.65072
BosCrete07	PU1555_04	PU1555_10	302580	80644	0.5791287	0.5791287	0.006246033	92.71944
BosCrete08	PU1555_04	PU1555_10	302182	81306	0.5759659	0.5759659	0.006484422	88.823
BosCrete09	PU1555_04	PU1555_10	290188	77750	0.5773744	0.5773744	0.006676471	86.47899
PSP01	PU1555_04	PU1555_10	198192	150798	0.1358033	0.1358033	0.009101653	14.92073
PSP02	PU1555_04	PU1555_10	198988	153931	0.1276695	0.1276695	0.008410163	15.18039
PSP03	PU1555_04	PU1555_10	203299	152046	0.1442345	0.1442345	0.008295047	17.38802
PSP07	PU1555_04	PU1555_10	199770	155699	0.1239799	0.1239799	0.008122887	15.26303
PSP08	PU1555_04	PU1555_10	199754	154278	0.1284517	0.1284517	0.008541142	15.03917
PSP09	PU1555_04	PU1555_10	200580	155439	0.1267938	0.1267938	0.008393203	15.10672
PSP12	PU1555_04	PU1555_10	204435	151549	0.1485629	0.1485629	0.008723921	17.02937
PSP15	PU1555_04	PU1555_10	201137	153906	0.133029	0.133029	0.00814401	16.33458
PSP20	PU1555_04	PU1555_10	201485	151160	0.1427073	0.1427073	0.008441267	16.90591
Hs01	PU1555_04	PU1555_10	200754	154468	0.1303016	0.1303016	0.008456931	15.40767
Hs02	PU1555_04	PU1555_10	213482	145787	0.1884243	0.1884243	0.01008124	18.69059
Hs03	PU1555_04	PU1555_10	203489	147992	0.1578947	0.1578947	0.007671322	20.58247
Hs04	PU1555_04	PU1555_10	196588	154032	0.1213736	0.1213736	0.008101995	14.9807
Hs05	PU1555_04	PU1555_10	199067	155564	0.1226712	0.1226712	0.008246289	14.87592
Hs06	PU1555_04	PU1555_10	203554	150534	0.1497368	0.1497368	0.009584184	15.62332
Hs07	PU1555_04	PU1555_10	203832	152334	0.1445899	0.1445899	0.008782837	16.46278
Hs08	PU1555_04	PU1555_10	207930	149425	0.1637168	0.1637168	0.008225492	19.90358
Hs09	PU1555_04	PU1555_10	201293	151950	0.1396857	0.1396857	0.01011458	13.81033
